PC1,PC2,PC3,PC4,PC5,Model,Protocol
0.5253132496553556,-0.4670935409555192,-0.10633057317778223,1.1759547347663621,0.14353578893752292,Enhanced,LOSO
0.36704641768508695,-1.6745417464222614,0.9635701484943453,1.4724972829881322,0.5661325094844897,Enhanced,LOSO
0.979545014035931,-0.12675774005029605,-1.1254562041467946,0.6426298886536096,0.4755959839396864,Enhanced,LOSO
0.25149778276445744,0.06264934719713279,1.0814126034603742,-0.20965956996298085,-1.4498380076625095,Enhanced,LOSO
0.7192716617907595,0.22561406316379817,0.4456982781180664,0.08940156558356917,0.5255378933716178,Enhanced,LOSO
0.7029341845219815,0.3235514183119752,-1.1538270849899306,-1.776758271659183,0.6832100917747279,Enhanced,LOSO
0.7750813872307069,-0.20537502433079413,-0.7527095204042895,0.3360242317682197,1.1971082531524049,Enhanced,LOSO
1.1646024766463259,0.8160382910667965,-1.776448245787623,-0.7790536537283178,0.61171005008345,Enhanced,LOSO
1.2457800346314132,0.12595367738972435,1.4396844924496557,-0.23815661500513569,0.20896653116589475,Enhanced,LOSO
1.0812591084757266,2.4230807756518513,-0.5053425170608776,-0.45675956116931427,-0.0012862217428205288,Enhanced,LOSO
0.047637506005718325,-1.1257481986389615,0.5252560977906845,1.3090070538258451,0.21346756057819727,Enhanced,LOSO
0.5578995877000233,-0.4544601785890551,0.4408826409782487,-0.31190164686743893,0.7039191132201446,Enhanced,LOSO
0.8230684903986486,0.36133992748245064,0.6212281086516617,-0.523476769302659,0.8893255282417407,Enhanced,LOSO
1.1540363525694977,-0.41644107894727384,0.28438981313661854,-0.99794198882934,-0.008010289068875905,Enhanced,LOSO
0.829864601620807,-0.6199097286701809,0.2084094236351286,-0.9599772337511664,-0.9504064886118245,Enhanced,LOSO
0.6680464694742606,-0.5877240249812794,0.9309378165013747,0.5774089196597321,0.2268172181403072,Enhanced,LOSO
0.6313535760975078,0.5046265743731798,-2.0377107800416723,2.2591973716038805,-1.7695448433873233,Enhanced,LOSO
0.6340506919241964,0.34658990249861543,-0.782302403758606,-0.3567981520705088,0.4264313194026767,Enhanced,LOSO
0.4212477302545298,-1.2308774446414936,-0.41337027210353167,0.624273475349241,0.5361710152629585,Enhanced,LOSO
1.2486288065918505,0.6120637635802135,-0.4552180753814445,-1.3079683503302595,-0.4939623306236119,Enhanced,LOSO
0.38112863833530936,0.34687320464618276,0.06761015647537919,-1.395644321557485,-0.19862582069961965,Enhanced,LOSO
0.7077749712346383,-0.5951327973322817,1.4113566603826473,1.2826101948125959,-0.22951639021275527,Enhanced,LOSO
1.1486912688486375,0.7129802518554205,0.6609812846404731,0.03689653654691289,0.13806390397765125,Enhanced,LOSO
1.1113104193163221,0.7709893364673417,1.217758230522912,2.221879662411667,-0.5426568425401436,Enhanced,LOSO
0.2803881266090832,-0.48729796616722904,1.0927604463205909,-1.150741983262042,0.5375587572188637,Enhanced,LOSO
0.41450168368672136,-1.4267683026141864,-0.03945174424294407,-0.11426083486470755,0.6884708069844959,Enhanced,LOSO
0.6884758877747423,-0.5401442776124091,1.1739339108405413,1.1412486702142621,1.1780106965212698,Enhanced,LOSO
0.11770369344700629,1.2108348731995533,-0.3400088563357446,-1.1112612982183936,0.7366866812427519,Enhanced,LOSO
0.8848126034344609,-1.551499175323075,0.5254610772274679,1.4790669790569266,-1.461018562655096,Enhanced,LOSO
0.5466390569959216,1.105749700456614,-2.0115832691609823,0.30434458986694124,-1.0968221292120603,Enhanced,LOSO
1.0180749350838378,-0.8733220341002599,0.9145148274194559,2.1571514410044084,0.10611522109320222,Enhanced,LOSO
0.9896861728595409,-1.5119407870628658,0.12958435967357126,-0.00726221413924148,-1.4616716607703135,Enhanced,LOSO
0.27537925682949727,-1.1575175529226767,-0.3577694325299121,1.1479834800671174,-1.1493460548573966,Enhanced,LOSO
0.780408300260758,1.044402433778781,-0.8410251751678294,0.022097930244705646,-0.00041493288295914695,Enhanced,LOSO
0.703855573838705,1.1742165525506378,-1.0129583500997439,1.4322628407221347,1.7543981952646521,Enhanced,LOSO
0.5851486687780438,1.102994356218232,-0.4479002679007031,0.26617252810491404,-0.08439751443079159,Enhanced,LOSO
0.7020930775523028,-0.1916511289597177,0.18951699958841262,-0.00015718232369481822,0.50057599042961,Enhanced,LOSO
1.493771705912514,0.6709205597159162,-0.10902335321982684,2.2674955648335784,1.1057191564293392,Enhanced,LOSO
0.8198083608082568,-0.29936380790461,0.898834325194952,0.6602785375551318,1.3628803150978221,Enhanced,LOSO
0.2121874537726964,-0.7816305847620384,1.1758052099048442,-0.7464703139990854,0.2565814268211445,Enhanced,LOSO
0.5408897338921452,-2.057102599406555,0.9846724738576331,0.25434381734898626,-0.3501324816915845,Enhanced,LOSO
-0.10380890792259924,0.09177504108664572,1.1403932459845136,-1.0284437471011183,0.18032890245369568,Enhanced,LOSO
